states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
430,0,70,0
425,7,75,7
420,0,73,7
428,0,71,1
423,0,77,8
418,0,75,7
413,13,73,14
408,5,79,8
403,0,95,20
398,0,93,14
401,0,91,8
409,0,89,2
413,0,87,0
415,0,85,0
417,0,83,0
419,0,81,0
421,0,79,0
416,7,77,7
411,0,75,14
419,0,73,8
427,0,71,2
422,9,69,9
429,1,67,3
435,0,65,0
430,0,70,0
425,7,68,7
433,0,66,1
436,0,64,0
438,0,62,0
433,7,67,0
435,0,65,0
430,7,63,7
438,0,61,1
441,0,59,0
443,0,57,0
438,0,55,7
433,13,66,14
12,0,370,0
7,0,493,0
2,7,491,0
0,0,489,11
8,0,487,5
15,0,485,0
17,0,483,0
12,0,481,7
7,13,492,14
2,5,490,8
0,10,488,2
12,2,486,0
16,0,484,0
18,0,482,0
20,0,480,0
22,0,478,0
17,0,476,7
25,0,474,1
28,0,472,0
23,7,470,7
18,0,481,14
13,0,479,8
8,13,477,2
3,5,475,17
16,0,473,11
24,0,471,5
19,12,476,0
22,4,474,0
28,0,472,0
23,7,477,7
24,0,475,1
19,0,473,8
27,0,471,2
31,0,469,0
26,0,474,7
27,0,472,1
22,8,470,0
32,0,468,0
27,0,466,7
22,0,477,1
17,8,483,0
19,0,481,0
21,0,479,0
16,7,477,7
24,0,475,1
19,0,473,8
27,0,471,2
22,0,478,0
17,7,483,7
18,0,481,1
21,0,479,0
23,0,477,0
25,0,475,0
27,0,473,0
29,0,471,0
24,0,476,0
19,0,481,7
20,0,479,1
15,8,477,0
10,0,475,15
18,0,473,9
26,0,471,3
27,0,473,0
29,0,471,0
31,0,469,0
26,7,467,7
34,0,465,1
37,0,463,0
39,0,461,0
34,7,459,0
43,0,457,0
38,0,462,0
33,7,460,7
28,13,471,1
23,8,472,0
30,0,470,0
25,0,475,0
20,7,473,0
15,0,485,0
10,0,490,0
12,0,488,0
9,5,491,0
4,0,496,0
6,0,494,0
8,0,492,0
10,0,490,0
12,0,488,0
7,7,493,7
8,0,491,1
11,0,489,0
13,0,487,0
8,7,485,7
3,0,496,14
0,0,494,8
0,6,492,2
10,0,490,0
5,0,495,7
0,6,493,7
8,0,491,1
3,8,497,8
0,273,222,0
0,280,235,0
0,272,233,0
0,269,236,0
5,261,234,0
0,268,232,15
1,260,230,9
17,252,228,3
12,244,244,18
7,239,245,15
17,231,243,9
12,244,241,24
7,236,239,18
23,228,237,12
18,241,256,6
13,233,254,0
23,225,252,0
33,217,250,0
34,209,257,9
29,201,255,15
45,193,253,9
40,206,272,3
35,198,270,0
42,190,268,0
37,182,281,15
33,174,284,9
49,166,282,3
62,158,280,0
57,150,278,15
73,142,276,9
89,134,274,3
102,126,272,0
112,118,270,0
107,110,283,0
117,102,281,0
127,94,279,0
137,86,277,0
132,93,290,0
127,85,288,0
137,77,286,0
147,69,284,0
157,61,282,0
155,65,292,12
150,57,290,6
151,49,300,12
155,41,298,6
171,33,296,0
166,25,309,15
167,17,307,9
162,9,326,3
157,1,342,0
152,8,340,8
147,13,338,2
142,22,353,17
137,14,351,11
132,6,357,13
138,0,355,7
146,0,353,1
141,8,359,0
143,0,357,0
138,0,362,7
133,6,360,1
128,0,358,14
136,0,356,8
144,0,354,2
139,0,361,9
134,0,363,3
129,0,371,10
124,3,372,7
129,0,370,1
124,0,376,8
119,5,374,2
128,0,372,0
123,0,377,6
118,0,382,0
120,0,380,0
122,0,378,0
124,0,376,0
119,7,381,0
121,0,379,0
116,7,384,7
117,0,382,1
120,0,380,0
122,0,378,0
124,0,376,0
126,0,374,0
121,0,379,0
116,7,384,7
111,6,382,7
106,13,380,1
117,5,378,0
124,0,376,0
126,0,374,0
128,0,372,0
123,7,377,0
125,0,375,0
127,0,373,0
129,0,371,0
131,0,369,0
133,0,367,0
303,0,119,0
298,72,118,85
293,64,116,79
288,56,114,73
283,48,112,67
289,40,110,61
284,53,108,63
292,45,106,57
287,37,125,51
282,50,144,45
277,42,142,39
293,34,140,33
288,26,159,48
283,18,157,42
278,31,155,36
273,44,153,30
268,57,172,24
263,49,170,18
258,41,189,12
274,33,187,6
269,25,206,21
264,17,204,15
280,9,202,9
296,1,200,3
302,0,198,0
304,0,196,0
306,0,194,0
301,7,199,0
303,0,197,0
298,0,202,7
299,0,200,1
294,0,206,8
289,5,209,7
284,0,215,9
284,0,213,3
279,10,221,0
279,2,219,0
283,0,217,0
278,7,215,0
273,14,213,14
268,6,218,8
282,0,216,2
286,0,214,0
281,0,219,0
283,0,217,0
285,0,215,0
280,7,213,7
275,13,211,1
270,5,209,16
283,0,207,10
278,0,218,4
273,11,216,11
278,3,214,5
273,0,212,15
268,0,223,9
276,0,221,3
271,10,229,10
267,2,227,4
262,13,225,13
257,13,223,7
252,26,242,1
247,18,240,0
242,10,238,10
258,2,236,4
253,13,234,0
263,5,232,0
258,12,230,12
253,4,237,15
256,0,235,9
264,0,233,3
259,9,241,0
260,1,239,0
263,0,237,0
265,0,235,0
260,0,240,0
255,7,238,7
250,0,236,14
258,0,234,8
266,0,232,2
261,9,239,0
256,7,237,6
251,14,249,0
246,7,248,0
254,0,246,0
256,0,244,0
258,0,242,0
253,7,247,0
248,7,252,0
243,7,257,0
238,7,255,7
233,13,253,14
236,5,251,8
249,0,249,2
253,0,247,0
248,7,245,0
257,0,243,0
252,7,248,0
247,0,253,0
249,0,251,0
244,0,249,7
0,0,0,383
0,0,123,377
8,0,121,371
3,13,132,369
2,5,130,363
0,15,143,357
1,7,141,351
0,0,155,361
0,0,153,355
0,0,151,349
0,8,149,343
16,0,147,337
11,0,158,344
6,0,156,338
14,0,154,332
9,0,165,326
17,0,163,320
25,0,161,314
33,0,159,308
41,0,157,302
36,0,168,296
44,0,166,290
39,13,177,284
42,5,175,278
37,18,173,290
32,13,174,284
27,5,190,278
22,18,188,290
20,10,186,284
36,2,184,278
31,15,197,272
26,13,195,266
21,5,214,281
16,0,212,275
21,0,210,269
29,0,208,263
24,13,206,270
19,13,204,264
14,26,202,279
9,18,200,273
25,10,198,267
41,2,196,261
51,0,194,255
46,0,192,262
54,0,190,256
62,0,188,250
70,0,186,244
78,0,184,238
86,0,182,232
81,0,193,226
89,0,191,220
97,0,189,214
105,0,187,208
100,13,198,215
95,5,196,209
103,0,194,203
111,0,192,197
119,0,190,191
114,13,201,185
117,5,199,179
130,0,197,173
125,0,208,180
120,0,206,174
128,0,204,168
136,0,202,162
144,0,200,156
152,0,198,150
160,0,196,144
168,0,194,138
176,0,192,132
184,0,190,126
179,13,188,133
174,5,194,127
169,0,192,139
164,0,203,133
172,0,201,127
180,0,199,121
175,13,210,128
170,5,208,122
165,0,219,129
160,0,217,123
168,0,215,117
176,0,213,111
184,0,211,105
191,1,209,99
186,0,221,93
181,13,219,100
176,5,225,94
189,0,223,88
184,0,234,95
179,0,232,89
187,0,230,83
195,0,228,77
203,0,226,71
198,13,237,65
201,5,235,59
214,0,233,53
222,0,231,47
217,13,229,54
220,5,227,48
0,95,191,0
0,87,340,224
0,79,338,218
0,71,336,212
0,63,334,206
0,55,332,200
0,47,330,194
0,39,328,188
0,31,326,182
0,23,324,176
0,15,322,170
9,7,320,164
24,0,318,158
19,13,329,152
22,5,327,146
17,18,343,158
12,10,341,152
7,2,345,146
17,0,343,140
12,13,341,147
15,5,339,141
28,0,337,135
23,13,348,129
18,13,346,131
26,5,344,125
21,0,360,137
16,0,358,131
19,0,356,125
27,0,354,119
35,0,352,113
43,0,350,107
38,0,348,114
33,0,359,108
28,13,370,102
23,5,376,96
36,0,374,90
31,13,385,97
26,5,383,91
34,0,381,85
42,0,379,79
50,0,377,73
58,0,375,67
53,0,373,74
58,3,374,71
53,10,372,75
59,2,370,69
69,0,368,63
77,0,366,57
85,0,364,51
80,13,375,47
81,5,373,41
94,0,371,35
89,13,369,42
84,5,375,36
97,0,373,30
105,0,371,24
100,0,382,18
95,0,380,25
92,0,389,30
87,2,387,24
82,15,385,33
83,7,383,27
78,0,401,41
73,0,399,35
68,6,397,29
82,0,395,23
77,13,393,17
93,5,391,11
88,0,407,23
83,0,405,17
86,0,403,11
94,0,401,5
89,0,399,12
84,0,410,19
79,0,408,13
83,4,406,11
91,0,404,5
98,0,402,0
100,0,400,0
95,7,405,7
96,0,403,1
99,0,401,0
94,7,399,0
89,14,397,14
84,6,402,15
79,0,400,21
87,0,398,15
82,0,409,22
77,0,407,16
72,13,405,23
75,5,403,17
70,18,419,23
65,10,417,17
72,2,415,11
67,15,428,5
67,7,426,0
62,0,438,0
57,0,443,0
59,0,441,0
61,0,439,0
0,312,12,0
0,304,196,0
0,306,204,0
0,298,202,0
0,290,210,10
6,282,208,4
1,293,206,0
0,285,215,11
0,282,218,5
10,274,216,0
5,281,214,0
15,273,212,0
25,265,210,0
20,257,223,0
30,249,221,0
25,256,234,0
20,248,232,0
30,240,230,0
25,232,243,0
20,239,241,15
21,231,239,9
16,236,258,3
11,228,261,5
6,235,259,0
16,227,257,0
11,234,255,0
10,237,264,11
5,229,262,5
19,221,260,0
14,213,258,15
30,205,256,9
46,197,254,3
41,189,270,0
36,196,268,0
37,188,275,9
44,180,273,3
39,190,271,18
34,182,272,12
37,187,283,19
32,179,281,13
27,171,279,23
43,163,277,17
38,176,296,32
33,168,294,26
28,160,292,20
23,152,290,35
18,165,309,50
13,157,307,44
8,149,305,38
24,141,303,32
40,133,301,26
56,125,299,20
51,138,297,35
46,130,295,29
41,143,314,23
36,135,312,17
52,127,310,11
47,140,329,5
42,132,327,0
51,124,325,0
61,116,323,0
56,123,321,15
57,115,319,9
73,107,317,3
86,99,315,0
96,91,313,0
106,83,311,0
116,75,309,0
126,67,307,0
124,59,317,12
128,51,315,6
144,43,313,0
154,35,311,0
164,27,309,0
174,19,307,0
184,11,305,0
194,3,303,0
199,0,301,0
194,0,299,7
202,0,297,1
205,0,295,0
207,0,293,0
209,0,291,0
204,0,296,7
205,0,294,1
200,8,300,0
195,0,298,7
203,0,296,1
198,2,294,8
206,0,292,2
201,9,299,0
202,1,297,0
205,0,295,0
207,0,293,0
209,0,291,0
204,7,296,7
199,6,294,7
207,0,292,1
202,8,298,8
197,0,301,7
221,0,129,0
373,0,127,0
375,0,125,0
377,0,123,0
379,0,121,0
381,0,119,0
376,0,124,7
371,0,122,7
379,0,120,1
382,0,118,0
384,0,116,0
379,0,121,7
380,0,119,1
383,0,117,0
378,7,122,7
379,0,120,1
374,0,126,0
369,7,124,0
378,0,122,0
373,0,127,7
368,0,131,4
371,0,129,0
373,0,127,0
368,7,132,7
369,0,130,1
364,8,128,8
359,13,126,2
354,5,141,17
349,0,139,12
344,13,150,6
347,5,148,0
354,0,146,0
349,7,144,7
344,13,155,1
342,5,153,0
349,0,151,0
344,7,156,7
339,6,160,1
334,8,166,0
329,7,171,7
324,0,175,1
319,8,173,8
314,0,184,15
309,0,182,9
317,0,180,3
322,0,178,0
317,7,183,0
319,0,181,0
321,0,179,0
323,0,177,0
318,7,175,7
326,0,173,1
321,8,179,0
323,0,177,0
318,7,182,0
313,7,187,0
315,0,185,0
310,7,190,7
305,0,188,7
313,0,186,1
308,0,192,0
310,0,190,0
305,7,188,7
313,0,186,1
316,0,184,0
318,0,182,0
313,0,180,7
321,0,178,1
316,8,184,0
318,0,182,0
313,0,180,7
321,0,178,1
316,8,176,8
324,0,174,2
319,9,172,9
314,13,182,3
309,5,186,6
304,12,196,12
299,4,194,6
294,14,192,14
296,6,190,8
310,0,188,2
314,0,186,0
309,0,191,0
311,0,189,0
306,7,194,7
307,0,192,1
302,8,190,0
297,0,203,15
292,0,201,9
298,0,199,3
293,10,197,10
288,13,206,4
283,13,212,0
285,5,210,0
292,0,208,0
287,7,206,0
296,0,204,0
291,7,209,7
292,0,207,1
252,241,0,0
247,253,0,20
242,245,0,14
255,237,0,8
250,229,19,21
247,221,17,15
242,234,36,9
237,226,34,3
232,236,50,17
227,228,48,11
222,220,53,12
217,212,51,20
233,204,49,14
249,196,47,8
265,188,45,2
260,197,60,0
255,189,58,0
250,181,56,13
266,173,54,7
261,186,73,1
256,178,71,0
251,180,79,0
246,177,77,0
256,169,75,0
266,161,73,0
261,153,86,0
271,145,84,0
266,152,97,15
261,144,95,9
256,136,93,15
272,128,91,9
288,120,89,3
283,112,87,18
299,104,85,12
315,96,83,6
331,88,81,0
341,80,79,0
336,87,77,0
346,79,75,0
341,86,73,15
336,78,71,15
331,70,90,9
326,62,109,24
321,54,107,18
316,67,126,12
311,59,124,6
327,51,122,0
322,58,135,0
317,50,133,0
312,42,146,15
307,40,150,15
311,32,148,9
327,24,146,3
340,16,144,0
350,8,142,0
345,15,155,0
340,7,153,0
349,0,151,0
344,0,156,0
346,0,154,0
348,0,152,0
350,0,150,0
345,7,148,7
340,13,146,1
351,5,144,0
346,12,142,12
341,4,149,15
336,8,147,17
331,13,158,11
333,5,156,6
346,0,154,0
341,7,159,0
336,7,157,7
331,13,155,1
342,5,153,0
337,0,151,12
345,0,149,6
340,0,147,13
335,13,158,7
338,5,156,1
333,13,167,0
330,5,165,0
325,12,163,12
329,4,161,6
341,0,159,0
336,7,164,0
331,0,162,7
339,0,160,1
342,0,158,0
344,0,156,0
346,0,154,0
348,0,152,0
350,0,150,0
352,0,148,0
347,7,153,0
342,7,151,0
351,0,149,0
346,7,154,0
341,7,159,0
343,0,157,0
68,39,0,128
122,31,0,347
136,23,0,341
142,15,8,335
137,20,27,350
132,12,25,344
135,4,23,338
130,17,38,349
125,9,36,343
120,1,42,342
124,0,40,336
119,13,38,330
135,5,36,324
148,0,34,318
156,0,32,312
151,0,43,306
146,0,54,300
154,0,52,294
162,0,50,288
157,0,61,282
152,13,72,289
147,5,70,283
155,0,68,277
150,0,66,284
145,13,64,291
148,5,62,285
161,0,60,279
156,13,71,286
151,5,69,280
146,0,80,274
154,0,78,268
149,13,76,262
165,5,74,256
160,0,90,250
168,0,88,244
163,0,99,251
158,0,97,245
166,0,95,239
174,0,93,233
169,13,104,240
164,5,102,234
172,0,100,228
180,0,98,222
188,0,96,216
183,0,107,210
191,0,105,204
186,13,103,211
181,13,109,205
189,5,107,199
184,0,105,211
179,0,116,205
174,13,114,199
169,26,133,193
164,18,131,187
159,10,129,202
175,2,127,196
170,0,129,205
174,0,127,199
182,0,125,193
177,0,136,187
185,0,134,181
180,0,132,188
188,0,130,182
196,0,128,176
204,0,126,170
199,13,124,164
215,5,122,158
228,0,120,152
236,0,118,146
231,13,129,153
226,5,127,147
234,0,125,141
229,13,136,135
232,5,134,129
227,18,132,141
222,13,133,138
232,5,131,132
245,0,129,126
240,0,140,120
235,13,151,127
230,5,149,121
238,0,147,115
233,13,145,122
236,5,143,116
249,0,141,110
257,0,139,104
265,0,137,98
273,0,135,92
268,13,133,99
271,5,131,93
266,18,129,87
261,10,127,102
256,23,125,96
251,36,144,90
246,28,142,84
241,41,140,78
257,33,138,72
252,46,136,66
265,41,134,60
260,54,153,75
0,0,0,290
158,0,58,316
153,0,56,310
148,0,54,304
150,0,52,298
158,0,50,292
153,13,61,286
148,13,59,288
156,5,57,282
169,0,55,276
164,0,66,270
172,0,64,264
180,0,62,258
175,13,60,265
178,5,58,259
173,18,56,271
171,10,54,265
166,23,52,280
161,15,50,274
177,7,48,268
192,0,46,262
187,7,57,256
182,13,68,250
185,5,66,244
180,18,64,238
175,31,62,253
170,23,60,247
165,36,79,262
160,28,77,256
155,20,75,250
171,12,73,244
187,4,71,238
182,17,69,249
177,13,71,247
185,5,69,241
180,18,67,235
196,10,65,229
212,2,63,223
207,15,76,217
208,7,74,211
203,20,92,205
198,12,91,200
193,17,89,214
196,9,87,208
191,22,106,202
186,14,104,196
181,27,123,211
176,19,121,205
171,11,119,199
166,3,117,214
177,0,115,208
185,0,113,202
180,0,124,209
175,0,122,203
170,13,133,197
173,5,131,191
168,0,147,185
163,0,158,192
158,0,156,186
166,0,154,180
174,0,152,174
169,13,163,168
172,5,161,162
185,0,159,156
180,13,157,163
175,13,163,165
170,10,161,159
179,9,166,153
188,1,164,147
197,0,162,141
192,13,160,148
187,5,158,150
200,0,156,144
195,13,167,151
190,5,165,145
185,0,163,152
193,0,161,146
188,0,172,140
183,13,170,147
186,5,168,141
181,18,166,153
176,13,167,147
171,23,165,159
169,15,163,153
164,28,161,147
159,41,159,162
154,33,157,156
149,46,155,171
144,38,153,165
139,30,172,159
155,22,170,153
171,14,168,147
187,6,166,141
201,0,164,135
196,13,175,129
191,13,173,123
186,26,192,138
181,18,190,132
176,10,188,126
171,2,207,120
0,328,122,0
0,380,120,0
10,372,118,0
20,364,116,0
30,356,114,0
40,348,112,0
50,340,110,0
45,347,123,15
40,339,121,9
36,331,119,14
37,338,117,23
38,330,115,17
33,322,134,32
28,314,132,26
44,306,130,20
60,298,128,14
76,290,126,8
92,282,124,2
87,274,139,0
97,266,137,0
93,272,149,14
88,264,147,8
83,256,145,16
99,248,143,10
115,240,141,4
129,232,139,0
124,224,137,15
119,237,135,30
114,229,133,24
109,242,131,18
104,234,129,33
120,226,127,27
115,218,125,42
131,210,123,36
147,202,121,30
142,194,140,24
158,186,138,18
174,178,136,12
190,170,134,6
206,162,132,0
216,154,130,0
226,146,128,0
221,153,126,15
216,145,130,15
226,137,128,9
242,129,126,3
237,139,124,18
235,131,122,12
251,123,120,6
267,115,118,0
277,107,116,0
287,99,114,0
282,106,127,15
277,98,125,9
277,97,130,10
272,89,135,4
286,81,133,0
281,88,146,0
276,80,144,0
271,87,150,10
269,79,148,4
264,71,165,0
259,78,178,0
254,70,176,0
264,62,174,0
274,54,172,0
284,46,170,0
279,53,183,0
274,45,181,0
284,37,179,0
294,29,177,0
289,21,175,15
284,34,194,30
279,26,192,24
274,18,190,18
290,10,188,12
306,2,186,6
316,0,184,0
311,0,189,7
312,0,187,1
307,0,193,0
302,7,191,7
297,0,189,14
305,0,187,8
313,0,185,2
317,0,183,0
312,0,181,7
307,0,179,14
315,0,177,8
323,0,175,2
327,0,173,0
329,0,171,0
331,0,169,0
326,7,174,0
321,0,179,7
322,0,177,1
317,8,175,7
312,14,173,15
307,13,178,16
302,5,183,10
0,0,166,264
78,0,164,258
86,0,162,252
81,13,168,259
76,5,166,253
71,18,164,247
87,10,162,241
82,23,181,256
77,15,179,250
72,7,177,244
87,0,175,238
82,0,186,232
90,0,184,226
85,13,182,221
80,5,200,215
75,0,216,227
70,0,214,221
73,0,212,215
81,0,210,209
89,0,208,203
84,13,206,197
79,26,204,191
84,18,202,196
79,31,200,211
74,23,198,205
90,15,196,199
106,7,194,193
121,0,192,187
116,0,203,194
111,0,201,188
119,0,199,182
127,0,197,176
135,0,195,170
143,0,193,164
151,0,191,158
146,13,202,152
149,5,200,146
144,18,216,158
139,10,214,152
134,2,218,152
129,9,225,146
124,1,235,140
133,0,233,134
141,0,231,128
136,0,229,135
144,0,227,129
139,13,225,136
142,5,223,130
155,0,221,124
150,13,229,118
156,5,227,112
162,0,232,106
161,9,237,109
161,1,235,103
170,0,233,97
178,0,231,91
186,0,229,85
181,13,227,92
184,5,225,86
179,0,223,98
174,13,234,92
169,5,232,94
164,18,248,106
159,10,246,100
160,2,244,94
155,15,257,103
150,7,255,97
145,11,264,91
140,3,272,85
151,0,270,79
159,0,268,73
154,0,266,80
162,0,264,74
157,0,262,81
152,0,273,88
147,0,271,82
142,13,282,76
137,5,288,78
142,0,286,72
150,0,284,66
158,0,282,60
166,0,280,54
161,11,291,61
156,3,289,55
151,13,287,49
146,26,285,64
141,18,283,58
157,10,281,52
173,2,279,46
183,0,277,40
178,0,288,34
186,0,286,28
194,0,284,22
189,13,282,16
205,5,280,10
200,18,296,4
195,10,294,1
206,2,292,0
201,9,290,9
196,1,300,15
209,0,243,0
204,55,241,0
214,47,239,0
224,39,237,0
234,31,235,0
244,23,233,0
239,15,231,15
234,28,229,30
229,20,227,24
224,12,225,39
240,4,223,33
235,17,221,44
234,9,219,38
250,1,217,32
245,14,215,40
247,6,213,34
242,19,230,28
239,11,228,22
255,3,226,16
266,0,224,10
274,0,222,4
269,11,231,11
264,3,229,5
273,0,227,0
275,0,225,0
270,7,230,7
271,0,228,1
274,0,226,0
276,0,224,0
278,0,222,0
280,0,220,0
275,7,218,7
270,0,229,14
265,0,227,8
260,13,238,2
259,5,236,0
254,12,234,0
249,4,247,15
246,0,245,9
241,0,256,3
236,0,264,0
231,7,269,7
226,0,273,7
221,0,271,8
229,0,269,2
224,0,267,9
219,13,278,3
214,10,281,5
219,2,279,0
223,0,277,0
225,0,275,0
227,0,273,0
229,0,271,0
224,7,276,0
219,7,274,0
214,14,286,0
210,6,284,0
218,0,282,0
213,7,280,7
221,0,278,1
224,0,276,0
219,7,281,0
214,0,286,0
216,0,284,0
218,0,282,0
213,7,287,7
214,0,285,1
217,0,283,0
212,7,281,0
221,0,279,0
223,0,277,0
218,7,275,7
213,0,286,1
208,8,292,0
203,7,297,0
198,0,302,7
199,0,300,1
194,8,306,0
189,7,304,7
197,0,302,1
200,0,300,0
202,0,298,0
197,7,296,7
205,0,294,1
200,8,292,0
195,15,305,0
190,7,303,0
199,0,301,0
194,7,299,7
189,13,297,1
197,5,298,0
192,0,308,12
188,0,306,6
196,0,304,0
198,0,302,0
193,0,300,7
188,0,309,14
183,2,309,10
178,11,307,15
183,3,305,9
111,90,183,0
106,82,312,0
101,89,325,0
96,81,323,0
106,73,321,0
116,65,319,0
111,72,328,0
106,68,330,4
107,60,328,5
122,52,326,0
117,59,339,15
112,51,337,9
119,43,335,3
132,35,333,0
142,27,331,0
137,19,344,15
132,11,342,15
127,24,340,30
122,16,338,24
117,29,357,39
112,21,355,33
107,13,353,27
123,5,351,21
136,0,349,15
144,0,347,9
139,0,358,16
134,0,356,10
142,0,354,4
148,0,352,0
150,0,350,0
152,0,348,0
147,7,353,0
149,0,351,0
144,4,356,0
146,0,354,0
141,7,359,0
143,0,357,0
138,7,362,0
133,7,367,7
134,0,365,1
137,0,363,0
139,0,361,0
134,7,359,7
129,13,370,14
124,5,368,8
119,13,379,2
114,5,377,4
115,0,385,10
113,0,383,4
119,0,381,0
121,0,379,0
123,0,377,0
125,0,375,0
127,0,373,0
122,7,371,0
117,0,369,14
112,11,367,21
107,13,375,25
102,6,373,20
97,17,371,32
92,9,369,30
108,1,367,24
103,14,379,18
98,13,377,19
107,5,375,13
120,0,373,7
115,0,371,14
110,13,382,21
105,5,380,15
100,13,391,9
103,5,389,3
98,15,402,0
93,7,400,0
102,0,398,0
104,0,396,0
106,0,394,0
101,7,392,7
96,0,403,14
91,0,401,8
86,13,412,15
81,5,410,9
76,13,408,16
71,5,406,18
84,0,404,12
79,0,402,19
74,13,400,26
69,13,398,20
64,26,396,35
59,18,394,29
54,10,392,44
49,23,411,38
44,15,409,32
39,7,428,47
34,0,426,41
41,0,424,35
36,0,422,42
31,13,433,36
26,5,431,38
39,0,429,32
47,0,427,26
0,0,478,0
24,0,476,0
19,7,481,0
21,0,479,0
16,7,477,0
25,0,475,0
20,7,480,0
22,0,478,0
24,0,476,0
19,0,481,0
14,7,486,0
16,0,484,0
18,0,482,0
13,0,480,7
8,13,478,1
19,5,476,0
14,12,474,0
24,4,472,0
30,0,470,0
25,7,475,0
20,7,480,7
15,0,484,7
10,7,482,8
5,0,493,2
0,9,500,9
0,1,498,3
0,0,500,4
2,0,498,0
0,0,496,4
0,6,500,0
2,0,498,0
4,0,496,0
0,6,500,6
2,0,498,0
0,4,500,0
2,0,498,0
4,0,496,0
0,6,494,0
0,8,500,8
0,0,498,2
0,4,496,4
6,0,494,0
1,7,499,0
0,0,500,0
2,0,498,0
4,0,496,0
6,0,494,0
1,7,492,0
0,0,500,0
0,0,500,2
2,0,498,0
4,0,496,0
0,6,494,0
0,3,500,8
0,0,498,2
4,0,496,0
0,6,494,0
8,0,492,0
10,0,490,0
12,0,488,0
14,0,486,0
9,7,491,7
4,0,495,7
0,6,499,7
2,0,497,1
0,0,500,5
2,0,498,0
4,0,496,0
0,0,500,6
2,0,498,0
0,4,500,0
0,2,498,0
4,0,496,0
6,0,494,0
1,0,499,7
0,2,497,3
0,0,500,0
0,2,500,2
0,0,500,0
2,0,498,0
0,0,500,4
0,2,500,0
2,0,498,0
0,4,500,0
2,0,498,0
4,0,496,0
6,0,494,0
1,0,499,7
2,0,497,1
0,5,500,5
0,0,500,2
0,0,498,2
0,4,496,4
6,0,494,0
1,0,499,7
2,0,497,1
5,0,495,0
7,0,493,0
2,7,498,7
0,3,499,4
273,0,196,0
306,0,194,0
301,7,199,7
302,0,197,1
305,0,195,0
300,0,200,7
295,0,204,7
297,0,202,1
292,0,208,8
287,0,211,7
290,0,209,1
293,0,207,0
295,0,205,0
290,7,210,0
292,0,208,0
294,0,206,0
289,7,211,7
290,0,209,1
285,8,215,0
280,7,213,7
288,0,211,1
283,0,217,0
285,0,215,0
287,0,213,0
289,0,211,0
291,0,209,0
293,0,207,0
295,0,205,0
290,7,203,0
285,14,201,14
287,6,199,8
301,0,197,2
305,0,195,0
307,0,193,0
302,7,191,0
311,0,189,0
306,0,194,7
307,0,192,1
310,0,190,0
305,0,188,7
313,0,186,1
316,0,184,0
317,1,182,1
320,0,180,0
322,0,178,0
324,0,176,0
326,0,174,0
328,0,172,0
330,0,170,0
332,0,168,0
334,0,166,0
336,0,164,0
331,0,162,7
339,0,160,1
342,0,158,0
337,0,156,7
345,0,154,1
340,0,160,3
335,0,165,0
330,0,170,7
325,6,168,1
334,0,166,0
336,0,164,0
332,0,162,6
340,0,160,0
342,0,158,0
337,7,156,0
346,0,154,0
341,7,159,0
336,7,164,0
338,0,162,0
340,0,160,0
342,0,158,0
337,7,156,7
332,0,167,14
327,0,165,8
335,0,163,2
339,0,161,0
334,0,166,7
329,6,164,7
324,13,175,1
322,5,173,0
317,12,183,0
315,4,181,0
321,0,179,0
323,0,177,0
318,7,175,7
313,13,186,14
308,5,184,8
316,0,182,2
311,0,189,9
309,0,188,3
304,10,186,0
314,2,184,0
309,9,182,9
304,1,180,15
313,0,178,9
308,13,189,3
308,5,187,0
315,0,185,0
15,199,80,128
10,191,157,221
5,183,155,215
0,175,153,209
0,167,151,203
0,159,149,197
11,151,147,191
6,143,145,206
1,156,143,200
17,148,141,194
33,140,139,188
28,144,158,182
23,136,165,185
18,128,175,179
34,120,173,173
29,112,192,167
24,125,190,161
19,117,209,155
35,109,207,149
30,122,226,143
25,114,224,137
20,127,233,152
15,119,231,146
20,111,229,140
36,103,227,134
31,95,246,149
26,87,244,143
42,79,242,137
58,71,240,131
74,63,238,125
69,55,236,140
64,68,234,134
59,81,253,128
54,73,251,122
49,86,249,116
65,78,247,110
81,70,245,104
76,83,264,119
71,75,262,113
66,67,260,107
61,80,279,101
56,72,277,95
72,64,275,89
67,77,294,83
62,69,292,77
78,61,290,71
94,53,288,65
110,45,286,59
126,37,284,53
121,29,303,68
116,21,301,62
132,13,299,56
127,26,318,71
122,18,316,65
117,10,314,59
133,2,312,53
128,12,325,47
132,4,323,41
144,0,321,35
152,0,319,29
147,13,330,23
142,13,328,25
144,5,328,25
139,0,342,35
134,0,340,29
139,0,338,23
147,0,336,17
155,0,334,11
150,0,332,18
154,4,334,16
149,9,332,10
144,1,351,25
139,0,349,19
134,6,353,13
142,0,351,7
137,0,349,14
145,0,347,8
140,0,358,2
135,9,365,0
136,1,363,0
131,0,369,0
126,0,374,7
127,0,372,1
122,8,378,8
117,5,381,7
112,0,379,9
107,0,377,16
115,0,375,10
123,0,373,4
118,11,382,0
113,7,384,4
108,10,392,6
103,7,390,0
112,0,388,0
114,0,386,0
116,0,384,0
118,0,382,0
113,0,387,7
114,0,385,1
109,8,391,8
0,300,0,0
91,292,117,0
86,284,130,0
81,291,143,0
76,283,141,0
86,275,139,0
81,282,152,15
76,274,150,9
